scheduler,scheduler_family,variant,scenario,run_tag,makespan,total_energy,total_carbon,green_ratio,green_energy,brown_energy,avg_utilization,flowtime_sum,n_tasks,unfinished_tasks,scheduler_wallclock_s,scheduler_calls,dispatch_count,event_count,recluster_count,decision_budget_ms,candidate_cap,frontier_cap,task_release_random,task_release_T,w1,w2,w3,w4,workflow,family,instance,instance_scale_tag,seed,trace_path,success,budget_tag,weight_tag,study_group
MOHEFT,mo_baseline,full,dynamic,moheft_budget_low,99.3063076923077,49.40758288189102,22.17097730027964,0.20252734470822267,10.006386569520824,39.401196312370175,0.028564310282146968,4522.80498621795,81,0,0.062334900023415685,81,81,81,0,20.0,16,6,True,100,0.5,0.3,0.2,0.0,epigenomics/chameleon-cloud,epigenomics/chameleon-cloud,epigenomics-chameleon-hep-1seq-100k-001,medium,5,,1,low,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_medium,99.3063076923077,49.393915639054484,22.164956995261612,0.20252278206766153,10.00339321243669,39.390522426617764,0.028589995671253858,4522.824418910257,81,0,0.053692599991336465,81,81,81,0,50.0,32,8,True,100,0.5,0.3,0.2,0.0,epigenomics/chameleon-cloud,epigenomics/chameleon-cloud,epigenomics-chameleon-hep-1seq-100k-001,medium,5,,1,medium,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_high,99.3063076923077,49.399263460945505,22.167229819565296,0.2025279218144431,10.004730167909447,39.394533293036034,0.028600165578089635,4522.818859935898,81,0,0.07406829996034503,81,81,81,0,100.0,64,12,True,100,0.5,0.3,0.2,0.0,epigenomics/chameleon-cloud,epigenomics/chameleon-cloud,epigenomics-chameleon-hep-1seq-100k-001,medium,5,,1,high,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_very_high,99.3063076923077,49.39942184314103,22.16729713199839,0.20252807401727635,10.004769763458324,39.39465207968267,0.02859890967044209,4522.817862179489,81,0,0.07457590010017157,81,81,81,0,200.0,128,20,True,100,0.5,0.3,0.2,0.0,epigenomics/chameleon-cloud,epigenomics/chameleon-cloud,epigenomics-chameleon-hep-1seq-100k-001,medium,5,,1,very_high,w_50_30_20_00,budget
ECDS,ecds,full,dynamic,ecds_budget_ref,100.08733333333333,35.25532490496801,13.8498476746194,0.3143117266993177,11.081162046225954,24.174162858742,0.027593619521002744,20158.278469230696,401,0,0.03683789982460439,401,401,401,1,0.0,0,0,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,1,,1,ecds_ref,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_very_low,100.08092307692307,31.331503878830247,13.815177853214353,0.21812864734214682,6.834298560284468,24.497205318545685,0.02168599469570244,20156.115333974274,401,0,0.12367360014468431,401,401,401,0,5.0,8,4,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,1,,1,very_low,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_low,100.09265384615384,30.857204371971257,13.76732846009816,0.2076749342462413,6.40826788897196,24.448936482999194,0.02074863736829968,20156.040986538388,401,0,0.28861030004918575,401,401,401,0,20.0,16,6,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,1,,1,low,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_medium,100.08556250000001,30.50480112108985,13.689474902783664,0.20247079805943527,6.176331427631418,24.32846969345833,0.020341164501379672,20155.984278205065,401,0,0.6259294000919908,401,401,401,0,50.0,32,8,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,1,,1,medium,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_high,100.0966923076923,30.481741327564205,13.73367757029969,0.19889153492155892,6.062560319721162,24.419181007842948,0.020165851733490312,20156.002514102507,401,0,0.8470465999562293,401,401,401,0,100.0,64,12,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,1,,1,high,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_very_high,100.0966923076923,30.47502960229177,13.730825087058905,0.1988802789529452,6.06088238840305,24.41414721388862,0.02016463255977341,20155.992167628145,401,0,0.8528775998856872,401,401,401,0,200.0,128,20,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,1,,1,very_high,w_50_30_20_00,budget
ECDS,ecds,full,dynamic,ecds_budget_ref,100.04246153846154,35.22289286942317,13.798097780077732,0.31652671566588747,11.148986596209923,24.07390627321313,0.0276854226288785,20009.505050320444,401,0,0.03708060015924275,401,401,401,1,0.0,0,0,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,2,,1,ecds_ref,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_very_low,100.04246153846154,31.2941348667469,13.831270607465962,0.21604710171022595,6.761007138489596,24.533127728257213,0.02171250129111821,20007.541151602472,401,0,0.13135110004805028,401,401,401,0,5.0,8,4,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,2,,1,very_low,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_low,100.054,30.9172727085738,13.757642838905856,0.21003515940196757,6.4937143016194,24.423558406954292,0.020806078019151495,20007.28681858968,401,0,0.293030200060457,401,401,401,0,20.0,16,6,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,2,,1,low,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_medium,100.054,30.546165670240487,13.73255176504127,0.20086575753629102,6.135678707181902,24.41048696305848,0.02050191934816716,20007.169088461487,401,0,0.648902100045234,401,401,401,0,50.0,32,8,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,2,,1,medium,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_high,100.054,30.579027182323816,13.810762212229577,0.196716705218607,6.015405476096965,24.56362170622676,0.020421566905153093,20006.989450640976,401,0,0.9213070999830961,401,401,401,0,100.0,64,12,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,2,,1,high,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_very_high,100.054,30.58486644246805,13.813448196680298,0.1967135185851306,6.016456693354176,24.56840974911378,0.020458737938564297,20007.005968910213,401,0,0.9384934999980032,401,401,401,0,200.0,128,20,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,2,,1,very_high,w_50_30_20_00,budget
ECDS,ecds,full,dynamic,ecds_budget_ref,100.09825,35.27707131254816,14.032740056551702,0.30442715143644944,10.739298330699524,24.53777298184855,0.027703371181403917,19891.285433333265,401,0,0.03793490002863109,401,401,401,1,0.0,0,0,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,3,,1,ecds_ref,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_very_low,100.08780769230769,31.22537521764436,13.855267237290471,0.21256360311331618,6.637378264827734,24.587996952816532,0.021611324075820955,19888.989628846077,401,0,0.1239647998008877,401,401,401,0,5.0,8,4,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,3,,1,very_low,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_low,100.08380769230769,30.823390695352664,13.786850921825327,0.20542931125977293,6.3320279212371915,24.49136277411537,0.020675217849476433,19888.935773076846,401,0,0.28663950017653406,401,401,401,0,20.0,16,6,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,3,,1,low,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_medium,100.08605,30.47721092975972,13.732918489961943,0.19880739929831495,6.05909504281171,24.418115886947913,0.020296934728050865,19888.957894230713,401,0,0.630804399959743,401,401,401,0,50.0,32,8,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,3,,1,medium,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_high,100.10465384615384,30.500132158413557,13.77442429691147,0.19676297628029873,6.001296780431903,24.498835377981568,0.020226620525211698,19888.829910576882,401,0,0.8492387998849154,401,401,401,0,100.0,64,12,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,3,,1,high,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_very_high,100.10465384615384,30.475124594551378,13.762720389725972,0.1967898853357513,5.997196274554501,24.477928319996796,0.020184625212101567,19888.846331089702,401,0,0.8497398998588324,401,401,401,0,200.0,128,20,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,3,,1,very_high,w_50_30_20_00,budget
ECDS,ecds,full,dynamic,ecds_budget_ref,100.129,34.35403432516033,13.810818262539275,0.2959710972038886,10.167801232597752,24.186233092562492,0.026467615990116187,19240.446984294795,401,0,0.03659369982779026,401,401,401,1,0.0,0,0,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,4,,1,ecds_ref,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_very_low,100.1052,31.146674750625113,13.838410485689517,0.21140366690914106,6.584521254308505,24.562153496316522,0.021517779962146235,19239.13316249993,401,0,0.1243966999463737,401,401,401,0,5.0,8,4,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,4,,1,very_low,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_low,100.1193846153846,30.784424014022516,13.76510345165506,0.20570985863597838,6.332659512114589,24.45176450190782,0.02061373572345408,19239.039873397385,401,0,0.2874374999664724,401,401,401,0,20.0,16,6,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,4,,1,low,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_medium,100.10638461538461,30.439438344503305,13.689794142052492,0.20052255320114262,6.103793894848565,24.335644449654648,0.020153245544035095,19238.86639551277,401,0,0.622753500007093,401,401,401,0,50.0,32,8,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,4,,1,medium,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_high,100.10638461538461,30.432761336426367,13.705654177701529,0.19928290593225664,6.064729114665873,24.36803222176043,0.020083851820204432,19238.872544551225,401,0,0.8137263001408428,401,401,401,0,100.0,64,12,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,4,,1,high,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_very_high,100.10638461538461,30.448893456009703,13.713136856027655,0.19926862361422698,6.067509089555297,24.381384366454338,0.020118903072730916,19238.8318788461,401,0,0.8159394001122564,401,401,401,0,200.0,128,20,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,4,,1,very_high,w_50_30_20_00,budget
ECDS,ecds,full,dynamic,ecds_budget_ref,100.36108333333334,37.29975328392637,13.874737217626215,0.3560413409701928,13.280254177066498,24.019499106859765,0.029884424854638464,20258.094827564015,401,0,0.03773739980533719,401,401,401,1,0.0,0,0,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,5,,1,ecds_ref,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_very_low,100.16665384615385,31.25598747777254,13.827401655846565,0.21521581804575146,6.726782913856581,24.529204563915872,0.02169236606519437,20254.65111794864,401,0,0.12286699982360005,401,401,401,0,5.0,8,4,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,5,,1,very_low,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_low,100.20511538461538,30.85571002171484,13.763705530858577,0.20786654909756722,6.413869962169085,24.44184005954565,0.02075866157672205,20254.457236858892,401,0,0.28715300001204014,401,401,401,0,20.0,16,6,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,5,,1,low,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_medium,100.21011538461538,30.54762957972766,13.729921974135825,0.2010810224537056,6.142548589428698,24.405080990298863,0.020418860854417274,20254.437665064037,401,0,0.6290725998114794,401,401,401,0,50.0,32,8,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,5,,1,medium,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_high,100.21011538461538,30.612479122804576,13.78088136429448,0.19965597304214847,6.111964306496003,24.500514816308502,0.020495667020922044,20254.278476602496,401,0,0.9148678001947701,401,401,401,0,100.0,64,12,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,5,,1,high,w_50_30_20_00,budget
MOHEFT,mo_baseline,full,dynamic,moheft_budget_very_high,100.21011538461538,30.6112307796956,13.780335590942716,0.1996549148828583,6.111682675779657,24.499548103915878,0.02049526721993978,20254.260556089674,401,0,0.9229803001508117,401,401,401,0,200.0,128,20,True,100,0.5,0.3,0.2,0.0,seismology/chameleon-cloud,seismology/chameleon-cloud,seismology-chameleon-200p-001,medium,5,,1,very_high,w_50_30_20_00,budget
