family,workflow,instance,instance_scale_tag,instance_label,scheduler,seed,weight_tag,makespan,brown_energy,total_carbon,green_ratio,total_energy
epigenomics/chameleon-cloud,epigenomics/chameleon-cloud,epigenomics-chameleon-hep-1seq-100k-001,medium,Epigenomics-100k,MOHEFT,2,w_35_25_20_20,98.59807692307692,37.58936673126197,21.288227076200723,0.2462661357824401,49.870874211394245
epigenomics/chameleon-cloud,epigenomics/chameleon-cloud,epigenomics-chameleon-hep-1seq-100k-001,medium,Epigenomics-100k,MOHEFT,2,w_40_30_20_10,98.59807692307692,37.67630235230764,21.327697694793272,0.2433099347567443,49.79093037278847
epigenomics/chameleon-cloud,epigenomics/chameleon-cloud,epigenomics-chameleon-hep-1seq-100k-001,medium,Epigenomics-100k,MOHEFT,2,w_50_30_20_00,98.59807692307692,37.72678642961532,21.35045533860096,0.2415391222299975,49.74124247586538
epigenomics/chameleon-cloud,epigenomics/chameleon-cloud,epigenomics-chameleon-hep-1seq-100k-001,medium,Epigenomics-100k,MOHEFT,2,w_50_30_20_20,98.59807692307692,37.62861276313696,21.30610239426322,0.2449499764139162,49.83592025389424
epigenomics/chameleon-cloud,epigenomics/chameleon-cloud,epigenomics-chameleon-hep-1seq-100k-001,medium,Epigenomics-100k,MOHEFT,2,w_50_30_20_30,98.59807692307692,37.241086527511975,21.12936129407572,0.2577961797658517,50.17636060639422
epigenomics/chameleon-cloud,epigenomics/chameleon-cloud,epigenomics-chameleon-hep-1seq-100k-001,medium,Epigenomics-100k,MOHEFT,2,w_55_25_20_00,98.59807692307692,37.72956986711532,21.35203261985096,0.2415397534584996,49.74495372586538
epigenomics/chameleon-cloud,epigenomics/chameleon-cloud,epigenomics-chameleon-hep-1seq-100k-001,medium,Epigenomics-100k,MOHEFT,2,w_70_20_10_00,98.59807692307692,37.73235330461532,21.35360990110096,0.2415403845928223,49.748664975865374
epigenomics/chameleon-cloud,epigenomics/chameleon-cloud,epigenomics-chameleon-hep-1seq-100k-001,medium,Epigenomics-100k,MOHEFT,3,w_25_25_20_30,101.20826923076922,34.324206127451895,19.816301228793268,0.3533978250154224,53.08396330134616
epigenomics/chameleon-cloud,epigenomics/chameleon-cloud,epigenomics-chameleon-hep-1seq-100k-001,medium,Epigenomics-100k,MOHEFT,3,w_35_25_20_20,101.15826923076922,37.839135747283606,21.40535325503125,0.2388897281604098,49.71570762778848
epigenomics/chameleon-cloud,epigenomics/chameleon-cloud,epigenomics-chameleon-hep-1seq-100k-001,medium,Epigenomics-100k,MOHEFT,3,w_40_30_20_10,101.15826923076922,37.86345131002399,21.41688044090465,0.2382073840035663,49.70309571785257
